col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23
167781,산업통상자원부 한국디자인진흥원 「2024년 스타일테크 유망기업 성장지원 프로그램」 참여기업 모집 공고,멘토링ㆍ컨설팅ㆍ교육,전국,일반기업,전체,2024-02-22 ~ 2024-03-27 17:00,"2년미만, 3년미만, 5년미만, 7년미만, 10년미만",한국디자인진흥원,공공기관,산업육성실 동반성장팀,공고 제2024-15호,"「스타일테크 유망기업 성장지원 프로그램」은 산업통상자원부와 한국디자인진흥원이 운영하는 액셀러레이팅 프로그램으로 스타일 산업에 4차 산업혁명 기술을 융합해 새로운 비즈니스를 만들어가는 유망기업이 기존 산업과 조화롭게 성장할 수 있도록 대·중견기업과 협업, 전문 디자이너 지원, 국내·외 투자 유치 등 다양한 지원을 제공합니다.

「2024년 스타일테크 유망기업 성장지원 프로그램」의 참여기업을 모집하오니, 많은 참여를 바랍니다.",2024년 2월 21일,한국디자인진흥원장,2024.02.22(목) 13:00 ~ 2024.03.27(수) 17:00 까지,,,,,,스타일산업(패션·뷰티·리빙) 및 연계가능 산업의 창업·중소·중견기업,
167767,[인천지식재산센터] 2024년 IP(지식재산)나래 프로그램 지원사업 공고(1차) ,멘토링ㆍ컨설팅ㆍ교육,인천광역시,일반기업,전체,2024-02-06 ~ 2024-03-04 18:00,"1년미만, 2년미만, 3년미만, 5년미만, 7년미만",인천지식재산센터,민간,인천지식재산센터,,창업 기업에게 보유기술의 독점적 권리 도출을 지원하고  지식재산기반 경영을 위한 기술경영 융‧복합 컨설팅을 제공하는 IP(지식재산)나래 프로그램 지원 기업을 다음과 같이 모집합니다.,2024년 2월 6일,인천지식재산센터장,2024.02.06(화) 09:00 ~ 2024.03.04(월) 18:00 까지,,,,www.ripc.org/pms,," ◦ 창업 후 7년 이내이며 기술을 보유한 중소기업
 ◦ 전환창업 후 5년 이내이며 기술을 보유한 중소기업
 ◦ 신산업분야 창업 10년 이내 중소기업 
     ＊ 기업의 업력은 공고일 기준으로 2017년 2월 6일 이후 창업기업(공고일 포함)
    ＊＊  창업 및 업력 산정은 「중소기업창업지원법」 준용
     ＊＊＊ 신산업분야 창업기업은 참고자료의 신산업분야 기술해당 여부를 반드시 확인 ",
167771,[서울창업센터 관악] 2023년 서울창업센터 관악 상반기 입주기업 모집,시설ㆍ공간ㆍ보육,전국,일반기업,전체,2024-02-23 ~ 2024-03-06 23:59,7년미만,서울창조경제혁신센터,공공기관,창업인프라TF팀,,서울창업센터 관악에서는 성장잠재력을 보유한 창업기업을 발굴하여 서울창업센터 관악에 입주시켜 지속적인 성장을 도모하기 위한 「2024년 서울창업센터 관악 상반기 입주기업 모집」 계획은 다음과 같이 공고합니다.,2024년 2월 23일,서울창업센터 관악,2024.02.23(금) 09:00 ~ 2024.03.06(수) 23:59 까지,,,,https://sscgwanak.startup-plus.kr/cms_for_bcb/process/tenant/program/view.do?nowPage=1&amp;show_no=2504&amp;check_no=2499&amp;c_relation=23&amp;c_relation2=10&amp;s_program=1&amp;c_no=4479,,창업력 1년 이상 7년 미만 스타트업,"  ① 「중소기업창업지원법 시행령」제 4조 각 항에 해당하는 창업기업
  ② 금융기관 등으로부터 채무불이행으로 규제중인 기업, 개인
      ※ 다만, 신용회복위원회의 사전채무조정(프리워크아웃), 개인워크아웃에서 채무조정합의서를 체결한 경우, 법원의 개인회생제도에서 변제계획인가를 받거나 파산면책 선고자, 회생인가를  받은 기업, 중소기업진흥공단 등으로부터 재창업자금을 지원받은 경우, 세금분납 계획에 따른 성실 납부기업(인), 정부지원 협약 전까지 세금완납기업(인), 정부 공공기관으로부터 재기지원 필요성을 인정받은 기업(안), 건강관리시스템기업구조 개선 진단을 통한 정상화 의결기업은 신청가능
  ③ 국가, 지방자치단체, 공공기관의 창업공간 입주 지원사업을 수혜 중인 기업,개인
      ※ 단, 입주계약체결일 이전에 사업 수혜기간이 종료되거나 사업을 중도포기한 경우는 신청가능
   ④ 과거 본 시설에서 창업공간 지원사업에 선정되어 입주공간 지원을 받은 기업, 개인
   ⑤ 개인신용정보상 채무불이행자 또는 신용도 판단 정보 등 이상이 있는 자
     ※ 단, 일반신용정보관리규약 제9조에 따라 연체정보가 해제된 기업(자)은 신청가능 
   ⑥ 국세 또는 지방세를 체납중인 기업
   ⑦ 신용보증기관 신용보증사고 및 대위변제 관계자에 해당되는 기업, 개인
   ⑧ 신청일 현재 휴업 또는 폐업인 기업, 개인
   ⑨ 국가, 지방자치단체, 공공기관의 창업지원시설에서 문제가 있어 퇴거 조치 된 기업
   ⑩ 해당 시설을 충분히 활용할 수 없는 기업
   ⑪ 합격자 선정 후 1개월 이내에 사업지 주소 이전 불가능한 자
      ※ 연구소의 경우 3개월 이내에 사업지 주소 이전 필수
   ⑫ 기타 규정 상 규제사항의 위배 등으로 입주가 적정하지 아니하다고 판단되는 기업
   ⑬ 기타 서울시장이 참여제한의 사유가 있다고 인정하는 자"
167789,"[모집]  업무공간, 키워드 마케팅, 서버,  G Suite 등 지원 필요한 기업 모집공고",시설ㆍ공간ㆍ보육,전국,"대학생, 일반인, 대학, 연구기관, 일반기업, 1인 창조기업","만 20세 이상 ~ 만 39세 이하, 만 40세 이상",2024-02-21 ~ 2024-02-28 15:00,전체,글로벌벤처센터,민간,창업지원부,,"강남구 글로벌벤처센터에서 우수한 중소기업을 모집합니다.

창업패키지 (예비창업패키지, 재도전패키지, 초기창업패키지) 선정팀도 입주가 가능합니다. 

비용 절감이 필요한 기업의 경우 기업 지원을 위해 비용 맞춤 할인 서비스를 제공합니다.

홍보가 필요한 입주 기업에게는 구글 키워드 광고 마케팅을 지원합니다.

마케팅이 필요한 기업에게 연간 2000만원 ~ 연간 1억원 내외의 검색 포털 구글 키워드 광고비를 투자 또는 비용감면 방식으로 지원해 드립니다.

우수 중소기업에게 추가적인 다양한 사업화 지원이 제공됩니다. 멘토에게 사업 전략에 대한 심층적인 자문을 받을 수 있습니다.

구글 키워드 광고비 또는 AWS 서버 또는 MS Office 365, Adobe Creative Cloud All Apps, 구글 G Suite 를 당 센터를 통해서

이용시 혜택이 지원됩니다.",2024년 2월 21일,글로벌벤처센터,2024.02.21(수) 17:00 ~ 2024.02.28(수) 15:00 까지,,,,https://www.synapoffice.com/@e683O,,"예비창업자, 창업기업, 중소기업, 대학생 등 창업 준비중인 사람

투자유치 받은 기업 또는 투자유치 진행중인 기업

창업패키지 (예비창업패키지, 재도전패키지, 초기창업패키지) 선정팀 가능",
167785,[무료강의] 어떻게 팔 것인가 : 이커머스 브랜딩 &; 마케팅 활용법,창업교육,전국,전체,전체,2024-02-22 ~ 2024-03-05 23:00,전체,트라이벡스글로벌컨설팅,민간,창업지원팀,,"어떻게 팔아야 할 것인가..?

이번 강의에서 바로 실행하는 온라인 이커머스 브랜드 &; 마케팅 활용법을 공개합니다.
넘쳐나는 마케팅/브랜드 정보 속에서 수익 창출을 위한 바른 길을 제시해드립니다😀",2024년 2월 22일,트라이벡스글로벌컨설팅,2024.02.22(목) 17:00 ~ 2024.03.05(화) 23:00 까지,,,,https://forms.gle/FZhfyEstj4zp1o4Q6,,"예비창업자
이커머스 셀러
신규 브랜드 창업자",
167779,[국민대학교 캠퍼스타운] '2024 스타트업 Scale-Up 토크콘서트' 참가 모집,멘토링ㆍ컨설팅ㆍ교육,서울특별시,전체,전체,2024-02-23 ~ 2024-03-31 23:00,전체,국민대학교,교육기관,캠퍼스타운 사업단,,"국민대학교 캠퍼스타운에서 창업자들을 대상으로 사업화·투자유치 역량강화를 위해【 2024 스타트업 Scale-Up 토크콘서트 】개최 및 참가자를 모집하오니, 여러분들의 많은 관심과 참여 바랍니다.",2024년 2월 23일,국민대학교 캠퍼스타운 사업단,2024.02.23(금) 00:00 ~ 2024.03.31(일) 23:00 까지,,,,https://forms.gle/7jVFTrBPch73Aojn7,,"◦ 캠퍼스타운 입주기업
◦ 창업에 관심 있는 자",
167792,24년 3월 스타트업 언론 홍보 지원사업 참가사 1분기 모집 공고,사업화,전국,전체,전체,2024-03-01 ~ 2024-03-15 23:59,3년미만,스타트업데일리,민간,취재부,공고 제 2024-3호-1,스타트업 전문 매체 『스타트업데일리』에서 홍보에 어려움을 겪는 예비창업자/스타트업의 홍보 지원을 위해 다음과 같이 공고하오니 많은 참여 바랍니다.,2024년 3월 1일,스타트업데일리,2024.03.01(금) 10:00 ~ 2024.03.15(금) 23:59 까지,,,,,,"1. 예비창업자
2. 창업 3년 이내 초기 기업","1. 이미 배포된 보도자료(중복)·동일한 내용으로 재보도(반복) 배포 불가
2. 단순 제품 홍보(건강기능식품, 화장품 등), 프로모션 홍보 등 과도한 광고성 문안 게재 불가"
167790,"[ 모집 ] 업무공간, 투자유치 및 마케팅 필요한 입주희망 기업 모집 창업패키지 선정팀  가능",시설ㆍ공간ㆍ보육,전국,"대학생, 일반인, 대학, 연구기관, 일반기업, 1인 창조기업","만 20세 이상 ~ 만 39세 이하, 만 40세 이상",2024-02-20 ~ 2024-02-27 15:00,전체,코너스톤웍스,민간,창업지원팀,,"코너스톤웍스 창조기업 지원센터 2024년에 입주할 우수 창업기업을 모집합니다. 

창업패키지(성공, 초기, 재창업) 선정팀도 신청 가능하고 예산 사용도 가능합니다!

웹사이트 및 앱 개발 노하우에 대한 자문과 도움이 필요한 기업이 입주할 경우 경험과 노하우가 있는 기술 및 디자인 전문가들의 자문과 유능한 개발기업을 소개받아 개발에 도움을 받을 수 있습니다.

투자를 받을 준비된 기업은 심사후 선별하여 1000~2000만원 내외의 투자를 진행합니다.

원천 기술이나 탁월한 특허출원 받을 수 있는 아이디어를 보유하여 투자유치를 받을 수 있는 우수한 기술 기업이나 강남역에서 활동을 희망하는 미디어 크리에이터(유튜버) 등 컨텐츠 창업자도 가능합니다.

전문가 멘토링과 비즈니스 모델 자문 사업 방향 비즈니스 모델에 대하여 기술개발, 디자인, 마케팅, 경영 전문가들의 멘토링을 받을 수 있습니다!

구글 키워드 광고, MS Office 365, Google Workspace, MS Azure Cloud, Adobe 상품을 센터를 통해 이용시 이용금액에 비례하여 센터 이용료 감면해 드립니다.

심사 또는 입주 후 우수 창업기업으로 선정되면 평가 및 약정에 따라 소정의 무상 입주 기간의 혜택이 지원됩니다.


",2024년 2월 20일,코너스톤웍스,2024.02.20(화) 15:30 ~ 2024.02.27(화) 15:00 까지,,,,https://www.synapoffice.com/@9983R,,창의성과 전문성을 갖춘 1인~8인의 1인 창조기업 또는 예비창업자,
167793,2024년 민간협력 여성벤처 스타트업 육성 「여성특화 창업기획자」 모집,사업화,전국,전체,전체,2024-02-23 ~ 2024-03-14 17:00,전체,(사)한국여성벤처협회,민간,기업지원본부,,초기 유명 여성 스타트업(창업 7년 미만)을 대상으로 여성 특화 액셀러레이팅 프로그램을 운영할 창업기획자(액셀러레이터)를 아래와 같이 모집하오니 관심있는 기관의 많은 참여를 바랍니다. ,2024년 2월 23일,한국여성벤처협회,2024.02.23(금) 00:00 ~ 2024.03.14(목) 17:00 까지,,,,,,「중소기업창업지원법」에 따라 중소벤처기업부에 등록한 액셀러레이터로서 별도 기준(공고문 참조)의 인력 및 조직 구성 등을 갖춘 기관 ,"① 신청기관 또는 대표자가 채무불이행으로 규제 중이거나 부도, 화의, 법정관리 등 정상적으로 금융 거래가 곤란한 경우
② 신청기관 또는 대표자가 국세 또는 지방세 체납으로 규제중인 경우
③ 중소벤처기업부 창업지원사업에 참여 제한으로 제재중인 경우
④ 고용노동부가 공개하는 체불 사업주 명단에 포함된 경우
⑤ 최근 1년 이내 공정거래위원회로부터 「물가안정 및 공정거래에 관한 법률」에 따른 불공정거래행위 위반자로 통보받은 경우
⑥ 신청기관 또는 대표자가 정부지원사업 참여제한 제재 중인 경우
⑦ 기타 중소벤처기업부 장관이 참여를 제한할 정당한 사유가 있다고 인정하는 경우
⑧ 「국고보조금 통합관리지침」제13조 제4항 등을 준용하여 참여를 제한할 정당한 사유가 있다고 인정하는 경우"
167719,(재)여성기업종합지원센터 부산센터 신규 입주기업 모집 공고(3개사),시설ㆍ공간ㆍ보육,부산광역시,"대학생, 일반인, 일반기업, 1인 창조기업",전체,2024-02-16 ~ 2024-03-08 23:59,"예비창업자, 1년미만, 2년미만, 3년미만",(재)여성기업종합지원센터 부산센터,민간,부산센터,,"여성의 창업과 여성기업의 활동을 적극적으로 촉진하기 위해 각종 정보 및 교육과 훈련, 연수, 상담 등의 서비스 제공의 목적으로 설립되었습니다. 
여성 예비창업자 및 창업 3년 미만 여성기업의 많은 관심과 지원 부탁드립니다. ",2024년 2월 16일,(재)여성기업종합지원센터 부산센터,2024.02.16(금) 00:00 ~ 2024.03.08(금) 23:59 까지,,,,,,창업 3년 미만 여성기업(여성기업확인서 보유) 또는 사업자등록 가능한 예비 여성 창업자,"ㆍ금융기관의 신용불량거래자
ㆍ국세, 지방세 체납자 및 기타 정부지원사업 부적격자
ㆍ금융 및 보험업, 부동산업, 무도장 운영업 등 창업에서 제외되는 업종 및 입주기업  선정이 합당치 않다고 판단되는 경우
ㆍ기타 재단 운영요령 및 센터 추진 목적에 부적합한 경우 등"
167798,2024년 예비창업·초기창업자 대상 개발 견적서 산출방법 함께 알아보기 참여자 모집공고,멘토링ㆍ컨설팅ㆍ교육,전국,전체,전체,2024-02-23 ~ 2024-03-05 12:00,"예비창업자, 1년미만, 2년미만, 3년미만, 5년미만",퍼널모아,민간,창업지원교육팀,공고 제 2024-5호,   (사)한국디지털컨버전스협회 협력사인 주식회사 퍼널모아는 창업가 정신과 혁신적인 기술창업 아이디어를 가진 예비 창업자분들의 성공 창업을 지원하고자 ⌜2024년 예비창업·초기창업자 대상 개발 견적서 산출방법 함께 알아보기⌟ 참여자를 모집하오니 준비된 예비·초기 창업자분들의 많은 지원 바랍니다.,2024년 2월 23일,주식회사 퍼널모아,2024.02.23(금) 00:00 ~ 2024.03.05(화) 12:00 까지,,,,https://forms.gle/okx1HqT2YoCTzDdN7,,"❍ 2024년에 예비 및 초기 창업패키지나 유사한 정부 지원 사업에 지원하였거나, 지원할 계획이 있는 예비 및 초기 창업자 (지역과 연령 제한 없음)
❍ 초기 창업자나 창업을 계획 중인 자",
